"Book Title","Author","ISBN","Rank","Week","x","y"
"SWAN SONG","Elin Hilderbrand","9780316258876",4,700,21000,120
"THE HOUSEMAID","Freida McFadden","9781538742570",5,700,21000,150
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",6,700,21000,180
"RESURRECTION","Danielle Steel","9780593498460",7,700,21000,210
"ERUPTION","Michael Crichton and James Patterson","9780316565073",8,700,21000,240
"A COURT OF MIST AND FURY","Sarah J. Maas","9781619634473",9,700,21000,270
"CAMINO GHOSTS","John Grisham","9780385545990",10,700,21000,300
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",11,700,21000,330
"FUNNY STORY","Emily Henry","9780593441282",12,700,21000,360
"A NOVEL LOVE STORY","Ashley Poston","9780593640975",13,700,21000,390
"THE HOUSEMAID'S SECRET","Freida McFadden","9780349132617",14,700,21000,420
"NOT IN LOVE","Ali Hazelwood","9780593550427",15,700,21000,450
"RED SKY MOURNING","Jack Carr","9781668047071",1,699,20970,30
"THE HOUSEMAID IS WATCHING","Freida McFadden","9781464221132",2,699,20970,60
"SWAN SONG","Elin Hilderbrand","9780316258876",3,699,20970,90
"WINTER LOST","Patricia Briggs","9780593438985",4,699,20970,120
"THE WOMEN","Kristin Hannah","9781250178633",5,699,20970,150
"ERUPTION","Michael Crichton and James Patterson","9780316565073",6,699,20970,180
"THE HOUSEMAID","Freida McFadden","9781538742570",7,699,20970,210
"THE MIDNIGHT FEAST","Lucy Foley","9780063003101",8,699,20970,240
"MIDDLE OF THE NIGHT","Riley Sager","9780593472378",9,699,20970,270
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",10,699,20970,300
"NOT IN LOVE","Ali Hazelwood","9780593550427",11,699,20970,330
"CAMINO GHOSTS","John Grisham","9780385545990",12,699,20970,360
"LOVE UNWRITTEN","Lauren Asher","9781728292144",13,699,20970,390
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",14,699,20970,420
"FUNNY STORY","Emily Henry","9780593441282",15,699,20970,450
"THE HOUSEMAID IS WATCHING","Freida McFadden","9781464221132",1,698,20940,30
"SWAN SONG","Elin Hilderbrand","9780316258876",2,698,20940,60
"NOT IN LOVE","Ali Hazelwood","9780593550427",3,698,20940,90
"ERUPTION","Michael Crichton and James Patterson","9780316565073",4,698,20940,120
"THE WOMEN","Kristin Hannah","9781250178633",5,698,20940,150
"CAMINO GHOSTS","John Grisham","9780385545990",6,698,20940,180
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",7,698,20940,210
"THE HOUSEMAID","Freida McFadden","9781538742570",8,698,20940,240
"YOU LIKE IT DARKER","Stephen King","9781668037713",9,698,20940,270
"FUNNY STORY","Emily Henry","9780593441282",10,698,20940,300
"A COURT OF MIST AND FURY","Sarah J. Maas","9781619634473",11,698,20940,330
"THIS SUMMER WILL BE DIFFERENT","Carley Fortune","9780593638880",12,698,20940,360
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",13,698,20940,390
"IT ENDS WITH US","Colleen Hoover","9781501110368",14,698,20940,420
"LEATHER AND LARK","Brynne Weaver","9781638931799",15,698,20940,450
"ERUPTION","Michael Crichton and James Patterson","9780316565073",1,697,20910,30
"LEATHER AND LARK","Brynne Weaver","9781638931799",2,697,20910,60
"CAMINO GHOSTS","John Grisham","9780385545990",3,697,20910,90
"THE WOMEN","Kristin Hannah","9781250178633",4,697,20910,120
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",5,697,20910,150
"YOU LIKE IT DARKER","Stephen King","9781668037713",6,697,20910,180
"FUNNY STORY","Emily Henry","9780593441282",7,697,20910,210
"THE COMFORT OF GHOSTS","Jacqueline Winspear","9781641296069",8,697,20910,240
"THE ASHES & THE STAR-CURSED KING","Carissa Broadbent","9781250343154",9,697,20910,270
"THE WREN IN THE HOLLY LIBRARY","K.A. Linde","9781649374073",10,697,20910,300
"THIS SUMMER WILL BE DIFFERENT","Carley Fortune","9780593638880",11,697,20910,330
"THE HOUSEMAID","Freida McFadden","9781538742570",12,697,20910,360
"A COURT OF MIST AND FURY","Sarah J. Maas","9781619634473",13,697,20910,390
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",14,697,20910,420
"FOURTH WING","Rebecca Yarros","9781649374042",15,697,20910,450
"CAMINO GHOSTS","John Grisham","9780385545990",1,696,20880,30
"THE WOMEN","Kristin Hannah","9781250178633",2,696,20880,60
"YOU LIKE IT DARKER","Stephen King","9781668037713",3,696,20880,90
"FUNNY STORY","Emily Henry","9780593441282",4,696,20880,120
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",5,696,20880,150
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",6,696,20880,180
"SOUTHERN MAN","Greg Iles","9780062824691",7,696,20880,210
"THIS SUMMER WILL BE DIFFERENT","Carley Fortune","9780593638880",8,696,20880,240
"A COURT OF MIST AND FURY","Sarah J. Maas","9781619634473",9,696,20880,270
"FIRST FROST","Craig Johnson","9780593830673",10,696,20880,300
"THE HOUSEMAID","Freida McFadden","9781538742570",11,696,20880,330
"IT ENDS WITH US","Colleen Hoover","9781501110368",12,696,20880,360
"IRON FLAME","Rebecca Yarros","9781649374172",13,696,20880,390
"FOURTH WING","Rebecca Yarros","9781649374042",14,696,20880,420
"A COURT OF WINGS AND RUIN","Sarah J. Maas","9781635575606",15,696,20880,450
"YOU LIKE IT DARKER","Stephen King","9781668037713",1,695,20850,30
"MIND GAMES","Nora Roberts","9781250289698",2,695,20850,60
"THE WOMEN","Kristin Hannah","9781250178633",3,695,20850,90
"FUNNY STORY","Emily Henry","9780593441282",4,695,20850,120
"IT ENDS WITH US","Colleen Hoover","9781501110368",5,695,20850,150
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",6,695,20850,180
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",7,695,20850,210
"ROMANCING MISTER BRIDGERTON","Julia Quinn","9780062424105",8,695,20850,240
"ONE PERFECT COUPLE","Ruth Ware","9781668025598",9,695,20850,270
"TOM CLANCY: ACT OF DEFIANCE","Brian Andrews and Jeffrey Wilson","9780593422878",10,695,20850,300
"THIS SUMMER WILL BE DIFFERENT","Carley Fortune","9780593638880",11,695,20850,330
"HEAVENBREAKER","Sara Wolf","9781649375704",12,695,20850,360
"A COURT OF MIST AND FURY","Sarah J. Maas","9781619634473",13,695,20850,390
"THE HOUSEMAID","Freida McFadden","9781538742570",14,695,20850,420
"THINK TWICE","Harlan Coben","9781538756317",15,695,20850,450
"THINK TWICE","Harlan Coben","9781538756317",1,694,20820,30
"THE WOMEN","Kristin Hannah","9781250178633",2,694,20820,60
"FUNNY STORY","Emily Henry","9780593441282",3,694,20820,90
"THE DIXON RULE","Elle Kennedy","9781728260723",4,694,20820,120
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",5,694,20820,150
"THE PARADISE PROBLEM","Christina Lauren","9781668017722",6,694,20820,180
"THIS SUMMER WILL BE DIFFERENT","Carley Fortune","9780593638880",7,694,20820,210
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",8,694,20820,240
"IT ENDS WITH US","Colleen Hoover","9781501110368",9,694,20820,270
"HOME IS WHERE THE BODIES ARE","Jeneva Rose",NA,10,694,20820,300
"THE 24TH HOUR","James Patterson and Maxine Paetro","9780316403085",11,694,20820,330
"FOURTH WING","Rebecca Yarros","9781649374042",12,694,20820,360
"MURDER YOUR EMPLOYER","Rupert Holmes","9781451648218",13,694,20820,390
"IRON FLAME","Rebecca Yarros","9781649374172",14,694,20820,420
"HAPPY PLACE","Emily Henry","9780593441275",15,694,20820,450
"THE 24TH HOUR","James Patterson and Maxine Paetro","9780316403085",1,693,20790,30
"THE WOMEN","Kristin Hannah","9781250178633",2,693,20790,60
"FUNNY STORY","Emily Henry","9780593441282",3,693,20790,90
"THIS SUMMER WILL BE DIFFERENT","Carley Fortune","9780593638880",4,693,20790,120
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",5,693,20790,150
"FIVE BROKEN BLADES","Mai Corland","9781649376909",6,693,20790,180
"LONG ISLAND","Colm Tóibín","9781476785110",7,693,20790,210
"A COURT OF MIST AND FURY","Sarah J. Maas","9781619634473",8,693,20790,240
"SUMMERS AT THE SAINT","Mary Kay Andrews","9781250278388",9,693,20790,270
"FOURTH WING","Rebecca Yarros","9781649374042",10,693,20790,300
"HOME IS WHERE THE BODIES ARE","Jeneva Rose",NA,11,693,20790,330
"IRON FLAME","Rebecca Yarros","9781649374172",12,693,20790,360
"KING OF SLOTH","Ana Huang","9781728289755",13,693,20790,390
"A COURT OF WINGS AND RUIN","Sarah J. Maas","9781635575606",14,693,20790,420
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",15,693,20790,450
"KING OF SLOTH","Ana Huang","9781728289755",1,692,20760,30
"FUNNY STORY","Emily Henry","9780593441282",2,692,20760,60
"THE WOMEN","Kristin Hannah","9781250178633",3,692,20760,90
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",4,692,20760,120
"ONLY THE BRAVE","Danielle Steel","9780593498439",5,692,20760,150
"HOME IS WHERE THE BODIES ARE","Jeneva Rose",NA,6,692,20760,180
"A CALAMITY OF SOULS","David Baldacci","9781538765029",7,692,20760,210
"A COURT OF MIST AND FURY","Sarah J. Maas","9781619634473",8,692,20760,240
"FOURTH WING","Rebecca Yarros","9781649374042",9,692,20760,270
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",10,692,20760,300
"IRON FLAME","Rebecca Yarros","9781649374172",11,692,20760,330
"A COURT OF WINGS AND RUIN","Sarah J. Maas","9781635575606",12,692,20760,360
"MURDER YOUR EMPLOYER","Rupert Holmes","9781451648218",13,692,20760,390
"HAPPY PLACE","Emily Henry","9780593441275",14,692,20760,420
"A COURT OF FROST AND STARLIGHT","Sarah J. Maas","9781547600502",15,692,20760,450
"FUNNY STORY","Emily Henry","9780593441282",1,691,20730,30
"THE WOMEN","Kristin Hannah","9781250178633",2,691,20730,60
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",3,691,20730,90
"A CALAMITY OF SOULS","David Baldacci","9781538765029",4,691,20730,120
"THE COVENANT OF WATER","Abraham Verghese","9780802162175",5,691,20730,150
"EXTINCTION","Douglas Preston","9780765317704",6,691,20730,180
"A COURT OF MIST AND FURY","Sarah J. Maas","9781619634473",7,691,20730,210
"FOURTH WING","Rebecca Yarros","9781649374042",8,691,20730,240
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",9,691,20730,270
"IRON FLAME","Rebecca Yarros","9781649374172",10,691,20730,300
"LOST BIRDS","Anne Hillerman","9780063344785",11,691,20730,330
"A COURT OF WINGS AND RUIN","Sarah J. Maas","9781635575606",12,691,20730,360
"TABLE FOR TWO","Amor Towles","9780593296370",13,691,20730,390
"ARCHANGEL'S LINEAGE","Nalini Singh","9780593550021",14,691,20730,420
"THE HOUSEMAID","Freida McFadden","9781538742570",15,691,20730,450
"A CALAMITY OF SOULS","David Baldacci","9781538765029",1,690,20700,30
"THE WOMEN","Kristin Hannah","9781250178633",2,690,20700,60
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",3,690,20700,90
"THE MURDER INN","James Patterson and Candice Fox","9781538710944",4,690,20700,120
"A COURT OF MIST AND FURY","Sarah J. Maas","9781619634473",5,690,20700,150
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",6,690,20700,180
"FOURTH WING","Rebecca Yarros","9781649374042",7,690,20700,210
"IRON FLAME","Rebecca Yarros","9781649374172",8,690,20700,240
"A COURT OF WINGS AND RUIN","Sarah J. Maas","9781635575606",9,690,20700,270
"TABLE FOR TWO","Amor Towles","9780593296370",10,690,20700,300
"THE FAMILIAR","Leigh Bardugo","9781250884251",11,690,20700,330
"THE HOUSEMAID","Freida McFadden","9781538742570",12,690,20700,360
"TOXIC PREY","John Sandford","9780593714492",13,690,20700,390
"A COURT OF SILVER FLAMES","Sarah J. Maas","9781681196282",14,690,20700,420
"A COURT OF FROST AND STARLIGHT","Sarah J. Maas","9781547600502",15,690,20700,450
"TOXIC PREY","John Sandford","9780593714492",1,689,20670,30
"THE WOMEN","Kristin Hannah","9781250178633",2,689,20670,60
"THE FAMILIAR","Leigh Bardugo","9781250884251",3,689,20670,90
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",4,689,20670,120
"A COURT OF MIST AND FURY","Sarah J. Maas","9781619634473",5,689,20670,150
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",6,689,20670,180
"FOURTH WING","Rebecca Yarros","9781649374042",7,689,20670,210
"WILD LOVE","Elsie Silver","9781464220814",8,689,20670,240
"IRON FLAME","Rebecca Yarros","9781649374172",9,689,20670,270
"A COURT OF WINGS AND RUIN","Sarah J. Maas","9781635575606",10,689,20670,300
"A COURT OF SILVER FLAMES","Sarah J. Maas","9781681196282",11,689,20670,330
"A COURT OF FROST AND STARLIGHT","Sarah J. Maas","9781547600502",12,689,20670,360
"THE HOUSEMAID","Freida McFadden","9781538742570",13,689,20670,390
"THE TEACHER","Freida McFadden","9781728296210",14,689,20670,420
"THE BELOVED","J.R. Ward","9781982180102",15,689,20670,450
"JUST FOR THE SUMMER","Ab Jimenez","9781538704431",1,688,20640,30
"THE WOMEN","Kristin Hannah","9781250178633",2,688,20640,60
"TABLE FOR TWO","Amor Towles","9780593296370",3,688,20640,90
"FOURTH WING","Rebecca Yarros","9781649374042",4,688,20640,120
"IRON FLAME","Rebecca Yarros","9781649374172",5,688,20640,150
"THE TEACHER","Freida McFadden","9781728296210",6,688,20640,180
"THE HOUSEMAID","Freida McFadden","9781538742570",7,688,20640,210
"A COURT OF SILVER FLAMES","Sarah J. Maas","9781681196282",8,688,20640,240
"JAMES","Percival Everett","9780385550369",9,688,20640,270
"THE RULE BOOK","Sarah Adams","9780593723678",10,688,20640,300
"THE THREE-BODY PROBLEM","Cixin Liu","9780765382030",11,688,20640,330
"CITY IN RUINS","Don Winslow","9780063079472",12,688,20640,360
"THE #1 LAWYER","James Patterson and Nancy Allen","9780316499675",13,688,20640,390
"ICEBREAKER","Hannah Grace","9781668026038",14,688,20640,420
"HAPPY PLACE","Emily Henry","9780593441275",15,688,20640,450
"THE WOMEN","Kristin Hannah","9781250178633",1,687,20610,30
"FOURTH WING","Rebecca Yarros","9781649374042",2,687,20610,60
"IRON FLAME","Rebecca Yarros","9781649374172",3,687,20610,90
"THE TRUTH ABOUT THE DEVLINS","Lisa Scottoline","9780525539704",4,687,20610,120
"THE THREE-BODY PROBLEM","Cixin Liu","9780765382030",5,687,20610,150
"THE #1 LAWYER","James Patterson and Nancy Allen","9780316499675",6,687,20610,180
"THE TEACHER","Freida McFadden","9781728296210",7,687,20610,210
"JAMES","Percival Everett","9780385550369",8,687,20610,240
"ICEBREAKER","Hannah Grace","9781668026038",9,687,20610,270
"BUTCHER & BLACKBIRD","Brynne Weaver","9781638931737",10,687,20610,300
"A COURT OF SILVER FLAMES","Sarah J. Maas","9781681196282",11,687,20610,330
"THE HOUSEMAID","Freida McFadden","9781538742570",12,687,20610,360
"HAPPY PLACE","Emily Henry","9780593441275",13,687,20610,390
"THE HEAVEN & EARTH GROCERY STORE","James McBride","9780593422946",14,687,20610,420
"HOUSE OF EARTH AND BLOOD","Sarah J. Maas","9781635574043",15,687,20610,450
"THE WOMEN","Kristin Hannah","9781250178633",1,686,20580,30
"THE #1 LAWYER","James Patterson and Nancy Allen","9780316499675",2,686,20580,60
"FOURTH WING","Rebecca Yarros","9781649374042",3,686,20580,90
"IRON FLAME","Rebecca Yarros","9781649374172",4,686,20580,120
"JAMES","Percival Everett","9780385550369",5,686,20580,150
"THE TEACHER","Freida McFadden","9781728296210",6,686,20580,180
"A COURT OF SILVER FLAMES","Sarah J. Maas","9781681196282",7,686,20580,210
"THE HOUSEMAID","Freida McFadden","9781538742570",8,686,20580,240
"HAPPY PLACE","Emily Henry","9780593441275",9,686,20580,270
"ICEBREAKER","Hannah Grace","9781668026038",10,686,20580,300
"THE HEAVEN & EARTH GROCERY STORE","James McBride","9780593422946",11,686,20580,330
"FIRST LIE WINS","Ashley Elston","9780593492918",12,686,20580,360
"THE INMATE","Freida McFadden","9781728296173",13,686,20580,390
"BRIDE","Ali Hazelwood","9780593550403",14,686,20580,420
"THE HUNTER","Tana French","9780593493434",15,686,20580,450
"THE WOMEN","Kristin Hannah","9781250178633",1,685,20550,30
"A TOUCH OF CHAOS","Scarlett St. Clair","9781728259734",2,685,20550,60
"FOURTH WING","Rebecca Yarros","9781649374042",3,685,20550,90
"IRON FLAME","Rebecca Yarros","9781649374172",4,685,20550,120
"HAPPY PLACE","Emily Henry","9780593441275",5,685,20550,150
"A COURT OF SILVER FLAMES","Sarah J. Maas","9781681196282",6,685,20550,180
"THE INMATE","Freida McFadden","9781728296173",7,685,20550,210
"STILL SEE YOU EVERYWHERE","Lisa Gardner","9781538765067",8,685,20550,240
"THE TEACHER","Freida McFadden","9781728296210",9,685,20550,270
"THE HOUSEMAID","Freida McFadden","9781538742570",10,685,20550,300
"ICEBREAKER","Hannah Grace","9781668026038",11,685,20550,330
"THE HUNTER","Tana French","9780593493434",12,685,20550,360
"BRIDE","Ali Hazelwood","9780593550403",13,685,20550,390
"THE HEAVEN & EARTH GROCERY STORE","James McBride","9780593422946",14,685,20550,420
"FIRST LIE WINS","Ashley Elston","9780593492918",15,685,20550,450
"THE WOMEN","Kristin Hannah","9781250178633",1,684,20520,30
"THE HUNTER","Tana French","9780593493434",2,684,20520,60
"NEVER TOO LATE","Danielle Steel","9780593498408",3,684,20520,90
"FOURTH WING","Rebecca Yarros","9781649374042",4,684,20520,120
"IRON FLAME","Rebecca Yarros","9781649374172",5,684,20520,150
"THE INMATE","Freida McFadden","9781728296173",6,684,20520,180
"THE TEACHER","Freida McFadden","9781728296210",7,684,20520,210
"HAPPY PLACE","Emily Henry","9780593441275",8,684,20520,240
"THREE-INCH TEETH","C.J. Box","9780593331347",9,684,20520,270
"BRIDE","Ali Hazelwood","9780593550403",10,684,20520,300
"A COURT OF SILVER FLAMES","Sarah J. Maas","9781681196282",11,684,20520,330
"THE HOUSEMAID","Freida McFadden","9781538742570",12,684,20520,360
"FIRST LIE WINS","Ashley Elston","9780593492918",13,684,20520,390
"THE HEAVEN & EARTH GROCERY STORE","James McBride","9780593422946",14,684,20520,420
"THIS COULD BE US","Kennedy Ryan","9781538706824",15,684,20520,450
"THE WOMEN","Kristin Hannah","9781250178633",1,683,20490,30
"THREE-INCH TEETH","C.J. Box","9780593331347",2,683,20490,60
"A FATE INKED IN BLOOD","Danielle L. Jensen","9780593599839",3,683,20490,90
"FOURTH WING","Rebecca Yarros","9781649374042",4,683,20490,120
"IRON FLAME","Rebecca Yarros","9781649374172",5,683,20490,150
"THE TEACHER","Freida McFadden","9781728296210",6,683,20490,180
"BRIDE","Ali Hazelwood","9780593550403",7,683,20490,210
"A COURT OF SILVER FLAMES","Sarah J. Maas","9781681196282",8,683,20490,240
"THE HEAVEN & EARTH GROCERY STORE","James McBride","9780593422946",9,683,20490,270
"HOUSE OF FLAME AND SHADOW","Sarah J. Maas","9781635574104",10,683,20490,300
"THE HOUSEMAID","Freida McFadden","9781538742570",11,683,20490,330
"FIRST LIE WINS","Ashley Elston","9780593492918",12,683,20490,360
"ICEBREAKER","Hannah Grace","9781668026038",13,683,20490,390
"HOUSE OF EARTH AND BLOOD","Sarah J. Maas","9781635574043",14,683,20490,420
"WANDERING STARS","Tommy Orange","9780593318256",15,683,20490,450
"THE WOMEN","Kristin Hannah","9781250178633",1,682,20460,30
"FOURTH WING","Rebecca Yarros","9781649374042",2,682,20460,60
"IRON FLAME","Rebecca Yarros","9781649374172",3,682,20460,90
"THE TEACHER","Freida McFadden","9781728296210",4,682,20460,120
"THE CHAOS AGENT","Mark Greaney","9780593548141",5,682,20460,150
"HOUSE OF FLAME AND SHADOW","Sarah J. Maas","9781635574104",6,682,20460,180
"BRIDE","Ali Hazelwood","9780593550403",7,682,20460,210
"THE HEAVEN & EARTH GROCERY STORE","James McBride","9780593422946",8,682,20460,240
"ICEBREAKER","Hannah Grace","9781668026038",9,682,20460,270
"A COURT OF SILVER FLAMES","Sarah J. Maas","9781681196282",10,682,20460,300
"THE HOUSEMAID","Freida McFadden","9781538742570",11,682,20460,330
"LEOPARD'S HUNT","Christine Feehan","9780593638767",12,682,20460,360
"THE ATLAS MANEUVER","Steve Berry","9781538721032",13,682,20460,390
"HOUSE OF EARTH AND BLOOD","Sarah J. Maas","9781635574043",14,682,20460,420
"FIRST LIE WINS","Ashley Elston","9780593492918",15,682,20460,450
