"title","author","ISBN","rank","week","description","bestsellers_date","pub","img_url","big_image_url","week_text"
"IRON FLAME","Rebecca Yarros","9781649374172",13,720,"The second book in the Empyrean series. Violet Sorrengail’s next round of training under the new vice commandant might require her to betray the man she loves.",2024-11-16,2024-12-01,"https://covers.openlibrary.org/b/isbn/9781649374172-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374172-L.jpg","November 16, 2024"
"THE GREY WOLF","Louise Penny","9781250328137",14,720,"The 19th book in the Chief Inspector Gamache series. Shifting alliances complicate the frenzied pursuit of a sinister threat.",2024-11-16,2024-12-01,"https://covers.openlibrary.org/b/isbn/9781250328137-M.jpg","https://covers.openlibrary.org/b/isbn/9781250328137-L.jpg","November 16, 2024"
"CLIVE CUSSLER: DESOLATION CODE","Graham Brown","9780593719206",15,720,"The 21st book in the NUMA Files series. An A.I. system might be behind an attempt to create a new world order.",2024-11-16,2024-12-01,"https://covers.openlibrary.org/b/isbn/9780593719206-M.jpg","https://covers.openlibrary.org/b/isbn/9780593719206-L.jpg","November 16, 2024"
"HEXED","Emily McIntire","9781728275864",1,719,"The sixth book in the Never After series. A forbidden love develops between the underboss to a mafia syndicate and his fiancée's cousin.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9781728275864-M.jpg","https://covers.openlibrary.org/b/isbn/9781728275864-L.jpg","November 09, 2024"
"LOST AND LASSOED","Lyla Sage","9780593732458",2,719,"The third book in the Rebel Blue Ranch series. Tempers and tension may give way to something more between Teddy and Gus.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9780593732458-M.jpg","https://covers.openlibrary.org/b/isbn/9780593732458-L.jpg","November 09, 2024"
"THE GREY WOLF","Louise Penny","9781250328137",3,719,"The 19th book in the Chief Inspector Gamache series. Shifting alliances complicate the frenzied pursuit of a sinister threat.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9781250328137-M.jpg","https://covers.openlibrary.org/b/isbn/9781250328137-L.jpg","November 09, 2024"
"IN TOO DEEP","Lee Child and Andrew Child","9780593725801",4,719,"The 29th book in the Jack Reacher series. Reacher wakes up in a precarious position with no memory of how he got there.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9780593725801-M.jpg","https://covers.openlibrary.org/b/isbn/9780593725801-L.jpg","November 09, 2024"
"THE BOYFRIEND","Freida McFadden","9781728296227",5,719,"A series of recent deaths causes Sydney Shaw to become suspicious of the handsome doctor she started dating.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9781728296227-M.jpg","https://covers.openlibrary.org/b/isbn/9781728296227-L.jpg","November 09, 2024"
"FOURTH WING","Rebecca Yarros","9781649374042",6,719,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9781649374042-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374042-L.jpg","November 09, 2024"
"THE WAITING","Michael Connelly","9780316563796",7,719,"The sixth book in the Ballard and Bosch series. Bosch’s daughter, Maddie, becomes a new volunteer on the cold case unit.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9780316563796-M.jpg","https://covers.openlibrary.org/b/isbn/9780316563796-L.jpg","November 09, 2024"
"THE WOMEN","Kristin Hannah","9781250178633",8,719,"In 1965, a nursing student follows her brother to serve during the Vietnam War and returns to a divided America.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9781250178633-M.jpg","https://covers.openlibrary.org/b/isbn/9781250178633-L.jpg","November 09, 2024"
"THE FROZEN RIVER","Ariel Lawhon","9780593312070",9,719,"In Maine, 1789, a midwife seeks to uncover the true cause of the death of a man discovered entombed in the Kennebec River.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9780593312070-M.jpg","https://covers.openlibrary.org/b/isbn/9780593312070-L.jpg","November 09, 2024"
"THE HOUSEMAID","Freida McFadden","9781538742570",10,719,"Troubles surface when a woman looking to make a fresh start takes a job in the home of the Winchesters.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9781538742570-M.jpg","https://covers.openlibrary.org/b/isbn/9781538742570-L.jpg","November 09, 2024"
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",11,719,"After killing a wolf in the woods, Feyre is taken from her home and placed inside the world of the Fae.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9781619634459-M.jpg","https://covers.openlibrary.org/b/isbn/9781619634459-L.jpg","November 09, 2024"
"COUNTING MIRACLES","Nicholas Sparks","9780593449592",12,719,"A man in search of the father he never knew encounters a single mom and rumors circulate of the nearby appearance of a white deer.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9780593449592-M.jpg","https://covers.openlibrary.org/b/isbn/9780593449592-L.jpg","November 09, 2024"
"HOW MY NEIGHBOR STOLE CHRISTMAS","Meghan Quinn","9781464230158",13,719,"A fake relationship and a Christmas contest may lead to unexpected consequences.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9781464230158-M.jpg","https://covers.openlibrary.org/b/isbn/9781464230158-L.jpg","November 09, 2024"
"LIGHTS OUT","Navessa Allen","9781638932239",14,719,"As Aly and Josh live out their dark fantasies, someone with sinister intentions impinges on them.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9781638932239-M.jpg","https://covers.openlibrary.org/b/isbn/9781638932239-L.jpg","November 09, 2024"
"IRON FLAME","Rebecca Yarros","9781649374172",15,719,"The second book in the Empyrean series. Violet Sorrengail’s next round of training might require her to betray the man she loves.",2024-11-09,2024-11-24,"https://covers.openlibrary.org/b/isbn/9781649374172-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374172-L.jpg","November 09, 2024"
"THE GREY WOLF","Louise Penny","9781250328137",1,718,"The 19th book in the Chief Inspector Gamache series. Shifting alliances complicate the frenzied pursuit of a sinister threat.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9781250328137-M.jpg","https://covers.openlibrary.org/b/isbn/9781250328137-L.jpg","November 02, 2024"
"IN TOO DEEP","Lee Child and Andrew Child","9780593725801",2,718,"The 29th book in the Jack Reacher series. Reacher wakes up in a precarious position with no memory of how he got there.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9780593725801-M.jpg","https://covers.openlibrary.org/b/isbn/9780593725801-L.jpg","November 02, 2024"
"THE BOYFRIEND","Freida McFadden","9781728296227",3,718,"A series of recent deaths causes Sydney Shaw to become suspicious of the handsome doctor she started dating.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9781728296227-M.jpg","https://covers.openlibrary.org/b/isbn/9781728296227-L.jpg","November 02, 2024"
"THE WAITING","Michael Connelly","9780316563796",4,718,"The sixth book in the Ballard and Bosch series. Bosch’s daughter, Maddie, becomes a new volunteer on the cold case unit.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9780316563796-M.jpg","https://covers.openlibrary.org/b/isbn/9780316563796-L.jpg","November 02, 2024"
"FOURTH WING","Rebecca Yarros","9781649374042",5,718,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9781649374042-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374042-L.jpg","November 02, 2024"
"THRONE OF SECRETS","Kerri Maniscalco","9780316557542",6,718,"The second book in the Prince of Sin series. As danger grows, the Prince of Gluttony and a journalist turn to each other.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9780316557542-M.jpg","https://covers.openlibrary.org/b/isbn/9780316557542-L.jpg","November 02, 2024"
"THE WOMEN","Kristin Hannah","9781250178633",7,718,"In 1965, a nursing student follows her brother to serve during the Vietnam War and returns to a divided America.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9781250178633-M.jpg","https://covers.openlibrary.org/b/isbn/9781250178633-L.jpg","November 02, 2024"
"THE HOUSEMAID","Freida McFadden","9781538742570",8,718,"Troubles surface when a woman looking to make a fresh start takes a job in the home of the Winchesters.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9781538742570-M.jpg","https://covers.openlibrary.org/b/isbn/9781538742570-L.jpg","November 02, 2024"
"THE BLUE HOUR","Paula Hawkins","9780063396524",9,718,"After a discovery is made in a London art gallery, a woman living alone on an island that once was the home of a famous artist gets a visitor.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9780063396524-M.jpg","https://covers.openlibrary.org/b/isbn/9780063396524-L.jpg","November 02, 2024"
"COUNTING MIRACLES","Nicholas Sparks","9780593449592",10,718,"A man in search of the father he never knew encounters a single mom and rumors circulate of the nearby appearance of a white deer.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9780593449592-M.jpg","https://covers.openlibrary.org/b/isbn/9780593449592-L.jpg","November 02, 2024"
"IRON FLAME","Rebecca Yarros","9781649374172",11,718,"The second book in the Empyrean series. Violet Sorrengail’s next round of training might require her to betray the man she loves.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9781649374172-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374172-L.jpg","November 02, 2024"
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",12,718,"After killing a wolf in the woods, Feyre is taken from her home and placed inside the world of the Fae.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9781619634459-M.jpg","https://covers.openlibrary.org/b/isbn/9781619634459-L.jpg","November 02, 2024"
"THE STRIKER","Ana Huang","9781464223327",13,718,"A former prima ballerina gets close to a controversial and well-known footballer whom she must train over the summer.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9781464223327-M.jpg","https://covers.openlibrary.org/b/isbn/9781464223327-L.jpg","November 02, 2024"
"THE HOUSEMAID'S SECRET","Freida McFadden","9780349132617",14,718,"The second book in the Housemaid series. The sound of crying and the appearance of blood portend misdeeds.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9780349132617-M.jpg","https://covers.openlibrary.org/b/isbn/9780349132617-L.jpg","November 02, 2024"
"LIGHTS OUT","Navessa Allen","9781638932239",15,718,"As Aly and Josh live out their dark fantasies, someone with sinister intentions impinges on them.",2024-11-02,2024-11-17,"https://covers.openlibrary.org/b/isbn/9781638932239-M.jpg","https://covers.openlibrary.org/b/isbn/9781638932239-L.jpg","November 02, 2024"
"IN TOO DEEP","Lee Child and Andrew Child","9780593725801",1,717,"The 29th book in the Jack Reacher series. Reacher wakes up in a precarious position with no memory of how he got there.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9780593725801-M.jpg","https://covers.openlibrary.org/b/isbn/9780593725801-L.jpg","October 26, 2024"
"THE STRIKER","Ana Huang","9781464223327",2,717,"A former prima ballerina gets close to a controversial and well-known footballer whom she must train over the summer.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9781464223327-M.jpg","https://covers.openlibrary.org/b/isbn/9781464223327-L.jpg","October 26, 2024"
"THE BOYFRIEND","Freida McFadden","9781728296227",3,717,"A series of recent deaths causes Sydney Shaw to become suspicious of the handsome doctor she started dating.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9781728296227-M.jpg","https://covers.openlibrary.org/b/isbn/9781728296227-L.jpg","October 26, 2024"
"THE WAITING","Michael Connelly","9780316563796",4,717,"The sixth book in the Ballard and Bosch series. Bosch’s daughter, Maddie, becomes a new volunteer on the cold case unit.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9780316563796-M.jpg","https://covers.openlibrary.org/b/isbn/9780316563796-L.jpg","October 26, 2024"
"FOURTH WING","Rebecca Yarros","9781649374042",5,717,"Violet Sorrengail is urged by the commanding general, who also is her mother, to become a candidate for the elite dragon riders.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9781649374042-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374042-L.jpg","October 26, 2024"
"BLOODGUARD","Cecy Robson","9781649374059",6,717,"An elven royal named Maeve offers the battle-scarred Leith of Grey an opportunity to win the title of Bloodguard.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9781649374059-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374059-L.jpg","October 26, 2024"
"THE WOMEN","Kristin Hannah","9781250178633",7,717,"In 1965, a nursing student follows her brother to serve during the Vietnam War and returns to a divided America.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9781250178633-M.jpg","https://covers.openlibrary.org/b/isbn/9781250178633-L.jpg","October 26, 2024"
"THE HOUSEMAID","Freida McFadden","9781538742570",8,717,"Troubles surface when a woman looking to make a fresh start takes a job in the home of the Winchesters.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9781538742570-M.jpg","https://covers.openlibrary.org/b/isbn/9781538742570-L.jpg","October 26, 2024"
"THE FURY OF THE GODS","John Gwynne","9780316539951",9,717,"The third book in the Bloodsworn series. The final battle in Snakavik looms.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9780316539951-M.jpg","https://covers.openlibrary.org/b/isbn/9780316539951-L.jpg","October 26, 2024"
"COUNTING MIRACLES","Nicholas Sparks","9780593449592",10,717,"A man in search of the father he never knew encounters a single mom and rumors circulate of the nearby appearance of a white deer.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9780593449592-M.jpg","https://covers.openlibrary.org/b/isbn/9780593449592-L.jpg","October 26, 2024"
"IRON FLAME","Rebecca Yarros","9781649374172",11,717,"The second book in the Empyrean series. Violet Sorrengail’s next round of training might require her to betray the man she loves.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9781649374172-M.jpg","https://covers.openlibrary.org/b/isbn/9781649374172-L.jpg","October 26, 2024"
"A COURT OF THORNS AND ROSES","Sarah J. Maas","9781619634459",12,717,"After killing a wolf in the woods, Feyre is taken from her home and placed inside the world of the Fae.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9781619634459-M.jpg","https://covers.openlibrary.org/b/isbn/9781619634459-L.jpg","October 26, 2024"
"ABSOLUTION","Jeff VanderMeer","9780374616595",13,717,"The fourth book in the Southern Reach series. The story of the first mission into the Forgotten Coast before it was known as Area X.",2024-10-26,2024-11-10,"https://covers.openlibrary.org/b/isbn/9780374616595-M.jpg","https://covers.openlibrary.org/b/isbn/9780374616595-L.jpg","October 26, 2024"
